PageURL,Name,Description,Material,ImageURL,Brand,Manufacturer,MPN,OfferURL,Price,Currency,Availability
https://materialsmarket.com/products/6-x-3-horizontal-lap-treated-wooden-fence-panel,6&#39; x 3&#39; Horizontal Lap Treated Wooden Fence Panel,6&#39; x 3&#39; wooden fence panel with pressure treatment for strength and durability. Horizontal lap boards.,Softwood,"https://res.cloudinary.com/materials-market/image/upload/q_auto,f_auto/assets//product-images-final/Horizontal+Lap+Treated+Wooden+Fence+Panel+-+Photo.jpg",,,,https://materialsmarket.com/products/6-x-3-horizontal-lap-treated-wooden-fence-panel,28.00,GBP,https://schema.org/InStock
https://materialsmarket.com/products/12-5mm-knauf-moisture-panel-tapered-edge-plasterboard-2400mm-x-1200mm-pallet-of-60,12.5mm Knauf Moisture Panel Tapered Edge Plasterboard 2400mm x 1200mm - Pallet of 60,12.5mm Knauf Moisture Panel offers all the convenience of plasterboard whilst doing exactly what no standard plasterboard can do: resist water. They are perfect for use in moist conditions.,Gypsum,"https://res.cloudinary.com/materials-market/image/upload/q_auto,f_auto/assets//product-images-final/Pallet+of+Moisture+Plasterboard+-+Photo.jpg",Knauf Drywall,Knauf Drywall,222210,https://materialsmarket.com/products/12-5mm-knauf-moisture-panel-tapered-edge-plasterboard-2400mm-x-1200mm-pallet-of-60,1013.10,GBP,https://schema.org/InStock
https://materialsmarket.com/products/knauf-joint-filler-premium-20kg,Knauf Joint Filler Premium 20kg,"Knauf Joint Filler Premium 20kg is an easy to use, economic and high-quality joint filler suitable for bedding joint tapes on gypsum boards. Suitable for hand application only.",,"https://res.cloudinary.com/materials-market/image/upload/q_auto,f_auto/assets//product-images-final/Knauf+Joint+Filler+Premium+20kg+-+Photo+(Resized).jpg",Knauf Drywall,Knauf Drywall,,https://materialsmarket.com/products/knauf-joint-filler-premium-20kg,22.33,GBP,https://schema.org/InStock
https://materialsmarket.com/products/12-5mm-knauf-fire-panel-square-edge-plasterboard-2400mm-x-1200mm,12.5mm Knauf Fire Panel Square Edge Plasterboard 2400mm x 1200mm,"Designed with fire protection in mind, Knauf 12.5mm Fire Panel Square Edge Plasterboard offers up to 30 minutes of fire resistance.",Gypsum,"https://res.cloudinary.com/materials-market/image/upload/q_auto,f_auto/assets//product-images-final/Knauf+Fire+Panel+-+Photo+(Resized).jpg",Knauf Drywall,Knauf Drywall,243481,https://materialsmarket.com/products/12-5mm-knauf-fire-panel-square-edge-plasterboard-2400mm-x-1200mm,15.30,GBP,https://schema.org/InStock
https://materialsmarket.com/products/200mm-superglass-multi-roll-44-loft-insulation-5-63m2-roll,200mm Superglass Multi-Roll 44 Loft Insulation (5.63m2/Roll),"200mm Superglass Multi-Roll 44 is primarily used as thermal insulation in lofts/cold roofs. However, it can be used in a number of other applications including suspended timber ground floors.",Glass Mineral,"https://res.cloudinary.com/materials-market/image/upload/q_auto,f_auto/assets//product-images-final/Superglass+Multi-Roll+44+Loft+Insulation+-+Photo+(Resized).jpg",Superglass,Superglass,5771,https://materialsmarket.com/products/200mm-superglass-multi-roll-44-loft-insulation-5-63m2-roll,28.61,GBP,https://schema.org/InStock
https://materialsmarket.com/products/everbuild-b1-fire-rated-expanding-foam-hand-held-750ml-box-of-12,Everbuild B1 Fire Rated Expanding Foam Hand Held 750ml - Box of 12,"Firefoam B1 Handheld is a quick-setting fire rated, one part polyurethane foam.",,"https://res.cloudinary.com/materials-market/image/upload/q_auto,f_auto/assets//product-images-final/Everbuild+B1+Fire+Rated+Expanding+Foam+Hand+Held+750ml+-+Box+of+12+-+Photo.jpg",Everbuild,Everbuild,EVFIRE,https://materialsmarket.com/products/everbuild-b1-fire-rated-expanding-foam-hand-held-750ml-box-of-12,188.83,GBP,https://schema.org/InStock
https://materialsmarket.com/products/bostik-cementone-colour-for-cement-brick-red-1kg-6-box,Bostik Cementone Colour for Cement Brick Red 1kg,"Bostik Cementone in Brick Red (1kg) transforms cement with vibrant colour. Ideal for enhancing visual appeal, ensuring consistency, and durability. Elevate design aesthetics while maintaining structural integrity.",,"https://res.cloudinary.com/materials-market/image/upload/q_auto,f_auto/assets//product-images-final/Bostik+Cementone+Colour+for+Cement+-+Photo.jpg",Bostik,Bostik,30812477,https://materialsmarket.com/products/bostik-cementone-colour-for-cement-brick-red-1kg-6-box,7.19,GBP,https://schema.org/InStock
https://materialsmarket.com/products/150mm-recticel-eurothane-gp-pir-insulation-board-2400mm-x-1200mm,150mm Recticel Eurothane GP PIR Insulation Board 2400mm x 1200mm,"150mm Recticel Eurothane GP  is a high-performance thermal insulation PIR board with composite foil facings. It can be used for roof, floor, wall and timber joist applications.",PIR,"https://res.cloudinary.com/materials-market/image/upload/q_auto,f_auto/assets//product-images-final/Recticel+Eurothane+GP+-+Photo+(Resized).jpg",Recticel,Recticel,646810000000091,https://materialsmarket.com/products/150mm-recticel-eurothane-gp-pir-insulation-board-2400mm-x-1200mm,54.64,GBP,https://schema.org/InStock
https://materialsmarket.com/products/jb-kind-oak-veneered-flush-door-fd30-44-x-2040-x-626mm,JB Kind Oak Veneered Flush Door FD30 44x2040x626mm,"Oak veneered flush internal door offers a clean, minimalist design with its flush oak veneer finish, perfect for any contemporary room.",,"https://res.cloudinary.com/materials-market/image/upload/q_auto,f_auto/assets//product-images-final/JBK+MOAK201+1.jpg",,,KOAK626,https://materialsmarket.com/products/jb-kind-oak-veneered-flush-door-fd30-44-x-2040-x-626mm,143.14,GBP,https://schema.org/InStock
https://materialsmarket.com/products/bostik-cementone-mortar-plasticiser-5ltr,Bostik Cementone Mortar Plasticiser 5ltr,"Bostik Cementone Mortar Plasticiser enhances mortar&#39;s pliability and bond strength, eliminating the need for lime. It curtails cracking, diminishes shrinkage, and reduces mortar&#39;s water content.",,"https://res.cloudinary.com/materials-market/image/upload/q_auto,f_auto/assets//product-images-final/Bostik+Cementone+Mortar+Plasticiser+5ltr+-+Photo.jpg",Bostik,Bostik,,https://materialsmarket.com/products/bostik-cementone-mortar-plasticiser-5ltr,5.99,GBP,https://schema.org/InStock
https://materialsmarket.com/products/jb-kind-4-line-horizontal-white-internal-door-35-x-1981-x-762mm,JB Kind 4 Line Horizontal White Internal Door 35x1981x762mm,4 Line Horizontal White Internal Door brings contemporary style to any interior with its horizontal grooves and sleek white finish.,,"https://res.cloudinary.com/materials-market/image/upload/q_auto,f_auto/assets//product-images-final/JBK+PAT20+1.jpg",,,PAT26,https://materialsmarket.com/products/jb-kind-4-line-horizontal-white-internal-door-35-x-1981-x-762mm,70.79,GBP,https://schema.org/InStock
https://materialsmarket.com/products/british-gypsum-thistle-bonding-coat-plaster-25kg-pallet-of-56,British Gypsum Thistle Bonding Coat Plaster 25kg - Pallet of 56,British Gypsum Thistle Bonding Coat Plaster 25kg is a versatile undercoat plaster that can be used on a variety of backgrounds. It is an ideal base coat plaster for smooth or low suction backgrounds.,,"https://res.cloudinary.com/materials-market/image/upload/q_auto,f_auto/assets//product-images-final/British+Gypsum+Thistle+Bonding+Coat+Plaster+25kg+-+Photo.jpg",British Gypsum,British Gypsum,06055/7,https://materialsmarket.com/products/british-gypsum-thistle-bonding-coat-plaster-25kg-pallet-of-56,806.94,GBP,https://schema.org/InStock
https://materialsmarket.com/products/bostik-cementone-colour-for-cement-buff-1kg-6-box,Bostik Cementone Colour for Cement Buff 1kg,"Bostik Cementone in Buff (1kg) transforms cement with vibrant colour. Ideal for enhancing visual appeal, ensuring consistency, and durability. Elevate design aesthetics while maintaining structural integrity.",,"https://res.cloudinary.com/materials-market/image/upload/q_auto,f_auto/assets//product-images-final/Bostik+Cementone+Colour+for+Cement+-+Photo.jpg",Bostik,Bostik,30812479,https://materialsmarket.com/products/bostik-cementone-colour-for-cement-buff-1kg-6-box,7.19,GBP,https://schema.org/InStock
https://materialsmarket.com/products/bostik-cementone-colour-for-cement-russet-brown-1kg-6-box,Bostik Cementone Colour for Cement Russet Brown 1kg,"Bostik Cementone in Russet Brown (1kg) transforms cement with vibrant colour. Ideal for enhancing visual appeal, ensuring consistency, and durability. Elevate design aesthetics while maintaining structural integrity.",,"https://res.cloudinary.com/materials-market/image/upload/q_auto,f_auto/assets//product-images-final/Bostik+Cementone+Colour+for+Cement+-+Photo.jpg",Bostik,Bostik,30812481,https://materialsmarket.com/products/bostik-cementone-colour-for-cement-russet-brown-1kg-6-box,7.19,GBP,https://schema.org/InStock
https://materialsmarket.com/products/112mm-square-internal-stop-end-black,112mm Square Internal Stop End Black,Pair our 112mm Square Internal Stop End in Black with an RS205 running outlet to form a stop end outlet for 112mm square gutters.,PVC,"https://res.cloudinary.com/materials-market/image/upload/q_auto,f_auto/assets//product-images-final/RS208B+Internal+Stop+End.jpg",,,,https://materialsmarket.com/products/112mm-square-internal-stop-end-black,3.53,GBP,https://schema.org/InStock
https://materialsmarket.com/products/170mm-superglass-multi-roll-44-loft-insulation-161-52m2-pallet,170mm Superglass Multi-Roll 44 Loft Insulation (6.96m2/Roll),"170mm Superglass Multi-Roll 44 is primarily used as thermal insulation in lofts/cold roofs. However, it can be used in a number of other applications including suspended timber ground floors.",Glass Mineral,"https://res.cloudinary.com/materials-market/image/upload/q_auto,f_auto/assets//product-images-final/Superglass+Multi-Roll+44+Loft+Insulation+-+Photo+(Resized).jpg",Superglass,Superglass,5772,https://materialsmarket.com/products/170mm-superglass-multi-roll-44-loft-insulation-161-52m2-pallet,30.77,GBP,https://schema.org/InStock
https://materialsmarket.com/products/jb-kind-aria-white-internal-door-35-x-1981-x-610mm,JB Kind Aria White Internal Door 35x1981x610mm,Aria White Internal Door brings modern style to any room with its sleek white finish and contemporary design.,,"https://res.cloudinary.com/materials-market/image/upload/q_auto,f_auto/assets//product-images-final/JBK+WARI20+1.jpg",,,WARI20,https://materialsmarket.com/products/jb-kind-aria-white-internal-door-35-x-1981-x-610mm,128.71,GBP,https://schema.org/InStock
https://materialsmarket.com/products/10ft-wooden-fence-post-3000mm-x-75mm-x-75mm,10ft Square Top Wooden Fence Post 3000mm x 75mm x 75mm (3&quot; x 3&quot;),10ft Wooden Fence Post 3000mm x 75mm x 75mm (3&quot; x 3&quot;) is suitable for a variety of fencing and landscaping applications.,,"https://res.cloudinary.com/materials-market/image/upload/q_auto,f_auto/assets//product-images-final/Wooden+Fence+Post+-+Photo.jpg",,,,https://materialsmarket.com/products/10ft-wooden-fence-post-3000mm-x-75mm-x-75mm,9.58,GBP,https://schema.org/InStock
https://materialsmarket.com/products/jb-kind-cottage-5-white-internal-fd30-44-x-1981-x-686mm,JB Kind Cottage 5 White Internal FD30 44x1981x686mm,Cottage 5 White Internal Fire Door offers both safety and a traditional look with its fire-resistant build and elegant white finish.,,"https://res.cloudinary.com/materials-market/image/upload/q_auto,f_auto/assets//product-images-final/JBK+MCOT520+1.jpg",,,MCOT523FD30,https://materialsmarket.com/products/jb-kind-cottage-5-white-internal-fd30-44-x-1981-x-686mm,117.97,GBP,https://schema.org/InStock
https://materialsmarket.com/products/102mm-x-215mm-x-440mm-concrete-padstone-pad12,100mm x 215mm x 440mm Concrete Padstone PAD12,Strong 100mm x 215mm x 215mm Concrete Padstone PAD12 for use as pads under steel beams or lintels. They help to spread weight and prevent structural problems.,Concrete,"https://res.cloudinary.com/materials-market/image/upload/q_auto,f_auto/assets//product-images-final/Concrete+Padstone+-+Photo.jpg",,,,https://materialsmarket.com/products/102mm-x-215mm-x-440mm-concrete-padstone-pad12,22.66,GBP,https://schema.org/InStock
https://materialsmarket.com/products/jb-kind-city-black-internal-door-35-x-1981-x-610mm,JB Kind City Black Internal Door 35x1981x610mm,"City Black Door showcases a bold black industrial style with recessed panels, pre-finished for convenience.",,"https://res.cloudinary.com/materials-market/image/upload/q_auto,f_auto/assets//product-images-final/JBK+UCIT20BL+1.jpg",,,UCIT20BL,https://materialsmarket.com/products/jb-kind-city-black-internal-door-35-x-1981-x-610mm,207.36,GBP,https://schema.org/InStock
https://materialsmarket.com/products/non-fire-rated-white-beaded-frame-metal-access-panel-150mm-x-150mm,Non-Fire Rated White Beaded Frame Metal Access Panel 150mm x 150mm,"Non-Fire Rated White Beaded Frame Metal Access Panel 150mm x 150mm combines functionality and aesthetics, allowing easy access to concealed spaces with a stylish picture frame design.",,"https://res.cloudinary.com/materials-market/image/upload/q_auto,f_auto/assets//product-images-final/White+Beaded+Frame+Metal+Access+Panel+-+Photo.jpg",,,,https://materialsmarket.com/products/non-fire-rated-white-beaded-frame-metal-access-panel-150mm-x-150mm,21.00,GBP,https://schema.org/InStock
https://materialsmarket.com/products/boxed-deep-hook-blades,Boxed Deep Hook Blades,Boxed Deep Hook Blades are sharp tools engineered to accurately slice sheet material layers without tarnishing the surface&#39;s bottom portions.,Carbon,"https://res.cloudinary.com/materials-market/image/upload/q_auto,f_auto/assets//product-images-final/Utility+Blade.jpg",,,107-242-015,https://materialsmarket.com/products/boxed-deep-hook-blades,90.18,GBP,https://schema.org/InStock
https://materialsmarket.com/products/22mm-x-100mm-green-treated-feather-edge-fence-board-1800mm,22mm x 100mm Green Treated Feather Edge Fence Board 1800mm,22mm x 100mm Green Treated Feather Edge Fence Boards (1800mm) are for repairing or constructing closeboard fencing.,,"https://res.cloudinary.com/materials-market/image/upload/q_auto,f_auto/assets//product-images-final/Green+Treated+Feather+Edge+Fence+Board+-+Photo.jpg",,,,https://materialsmarket.com/products/22mm-x-100mm-green-treated-feather-edge-fence-board-1800mm,1.57,GBP,https://schema.org/InStock
https://materialsmarket.com/products/25mm-x-50mm-bs5534-graded-sawn-treated-roofing-batten-2-x-1-4-8m-pack-of-264,25mm x 50mm BS5534 Graded Sawn Treated Roofing Batten (2&quot; x 1&quot;) 4.8m - Pack of 264,Full pack of 25mm x 50mm Sawn Treated Roofing Batten BS5534 Graded (2&quot; x 1&quot;) 4.8m lengths.,,"https://res.cloudinary.com/materials-market/image/upload/q_auto,f_auto/assets//product-images-final/Blue+roof+battens+bulk+-+Photo.jpg",,,,https://materialsmarket.com/products/25mm-x-50mm-bs5534-graded-sawn-treated-roofing-batten-2-x-1-4-8m-pack-of-264,1153.25,GBP,https://schema.org/InStock
https://materialsmarket.com/products/65mm-square-downpipe-black-4m,65mm Square Downpipe Black 4m,"Compatible with Polypipe Square, Ogee, and Sovereign gutter systems, our 65mm Square Downpipe in Black, 4m length, offers efficient rainwater drainage.",PVC,"https://res.cloudinary.com/materials-market/image/upload/q_auto,f_auto/assets//product-images-final/RS221B+Square+Downpipe+Black+Length.jpg",,,,https://materialsmarket.com/products/65mm-square-downpipe-black-4m,17.04,GBP,https://schema.org/InStock
https://materialsmarket.com/products/charcoal-savanna-linear-200mm-x-50mm-x-60mm-8-m2-pack,Charcoal Savanna Linear 200mm x 50mm x 60mm (8m2/Pack),"Upgrade outdoor spaces with Savanna Linear 200mm x 50mm x 60mm 8 m2 - Charcoal. This modern concrete paver suits driveways, patios, and paths, offering a cost-effective alternative to clay.",Concrete,"https://res.cloudinary.com/materials-market/image/upload/q_auto,f_auto/assets//product-images-final/savanna+linear+charcoal.jpg",,,PV1457440,https://materialsmarket.com/products/charcoal-savanna-linear-200mm-x-50mm-x-60mm-8-m2-pack,387.36,GBP,https://schema.org/InStock
https://materialsmarket.com/products/soudal-genius-gun-gap-filling-expanding-foam-750ml,Soudal Genius Gun Gap Filling Expanding Foam 750ml,"750ml all purpose, hand held gap filling expanding PU Foam with patented &quot;Genius Gun&quot; application system. Re-usable up to 6 weeks, the Genius Gun applicator enables high precision, single handed use.",,"https://res.cloudinary.com/materials-market/image/upload/q_auto,f_auto/assets//product-images-final/Soudal+Genius+Gun+Gap+Filling+Expanding+Foam+750ml+-+Photo.jpg",Soudal,Soudal,123236,https://materialsmarket.com/products/soudal-genius-gun-gap-filling-expanding-foam-750ml,10.20,GBP,https://schema.org/InStock
https://materialsmarket.com/products/75mm-black-drywall-screws-coarse-thread-500-box,75mm Black Drywall Screws Coarse Thread (500/Box),&lt;div&gt;75mm Black Drywall Screws Coarse Thread are used to fix plasterboard to timber studwork. They are available in a variety of lengths.&lt;/div&gt;,Carbon Steel,"https://res.cloudinary.com/materials-market/image/upload/q_auto,f_auto/assets//product-images-final/Black+Drywall+Screws+Coarse+Thread+-+Photo.jpg",,,,https://materialsmarket.com/products/75mm-black-drywall-screws-coarse-thread-500-box,17.64,GBP,https://schema.org/InStock
https://materialsmarket.com/products/102-5mm-thermboard-pir-insulated-plasterboard-2400mm-x-1200mm,102.5mm Tekwarm PIR Insulated Plasterboard 2400mm x 1200mm,"High performance, easy to install 90mm polyisocyanurate (PIR) insulation board with a paper facing, laminated to a piece of 12.5mm tapered edge plasterboard.",PIR,"https://res.cloudinary.com/materials-market/image/upload/q_auto,f_auto/assets//product-images-final/EcoTherm+Thermal+Laminate+Board+-+Photo+(Resized).jpg",,,,https://materialsmarket.com/products/102-5mm-thermboard-pir-insulated-plasterboard-2400mm-x-1200mm,120.97,GBP,https://schema.org/InStock
https://materialsmarket.com/products/light-drivesett-argent-project-pack-10-75-m2-pack,Light Drivesett Argent Project Pack (10.75m2/Pack),"Enhance pathways and driveways with Drivesett Argent Project Pack 10.75 m2 - Light. Crafted from premium aggregates, ensuring durability and a distinctive appearance for medium to heavy traffic areas.",Concrete,"https://res.cloudinary.com/materials-market/image/upload/q_auto,f_auto/assets//product-images-final/drivesett+argent+light.jpg",,,PV136300F,https://materialsmarket.com/products/light-drivesett-argent-project-pack-10-75-m2-pack,637.40,GBP,https://schema.org/InStock
https://materialsmarket.com/products/8mm-x-300m-blue-polypropylene-rope-reel,8mm x 300m Blue Polypropylene Rope Reel,"8mm x 300m Blue Polypropylene Rope is rotproof, floats, and retains shape, making it ideal for marine, agriculture, and general use, including securing tarpaulins.",Polypropylene,"https://res.cloudinary.com/materials-market/image/upload/q_auto,f_auto/assets//product-images-final/Blue+Rope.jpg",,,,https://materialsmarket.com/products/8mm-x-300m-blue-polypropylene-rope-reel,101.60,GBP,https://schema.org/InStock
https://materialsmarket.com/products/jb-kind-city-black-clear-glass-internal-door-35-x-1981-x-686mm,JB Kind City Black Clear Glass Internal Door 35x1981x686mm,"City Black Clear Glass Internal Door offers a modern black frame with clear glass panels, pre-finished for convenience.",,"https://res.cloudinary.com/materials-market/image/upload/q_auto,f_auto/assets//product-images-final/JBK+UCIT20GBL+1.jpg",,,UCIT23GBL,https://materialsmarket.com/products/jb-kind-city-black-clear-glass-internal-door-35-x-1981-x-686mm,260.83,GBP,https://schema.org/InStock
